Supplementary Data 1. Catalog of the 722 canids genomes
Name_ID_Study	Name_ID_SRA	Breed/CommonName	BioProject	BioSample	Sex	CoverageAll	CoverageX	CoverageRatio	AnalysisName_Phylo	Phylo_Results	Phylo_Bootstrap	Phylo_Notes	Genotyped on Illumina canine HD array	Used to do WGS/SNP chip comparison	Other_Information
Yorkshire Terrier 8	BAN00136	Yorkshire Terrier	PRJNA448733	SAMN08873454	M	22.574000000000002	16.488499999999998	1.3690754161991694	Yorkshire Terrier 8	Yorkshire Terrier	100				
Yorkshire Terrier 9	BAN00150	Yorkshire Terrier	PRJNA448733	SAMN08873455	F	7.22173	8.3872699999999991	0.86103463939994784	Yorkshire Terrier 9	Yorkshire Terrier	100				
Yorkshire Terrier 10	BAN00183	Yorkshire Terrier	PRJNA448733	SAMN08873456	F	16.480599999999999	19.338200000000001	0.8522303006484574	Yorkshire Terrier 10	Yorkshire Terrier	100				
Yorkshire Terrier 11	BAN00235	Yorkshire Terrier	PRJNA448733	SAMN08873457	M	14.911799999999999	8.8657000000000004	1.6819653270469335	Yorkshire Terrier 11	Yorkshire Terrier	100				
Yorkshire Terrier 12	BAN00283	Yorkshire Terrier	PRJNA448733	SAMN08873458	M	17.339500000000001	9.7787299999999995	1.7731852704799091	Yorkshire Terrier 12	Yorkshire Terrier	100				
Yorkshire Terrier 13	BAN00289	Yorkshire Terrier	PRJNA448733	SAMN08873459	M	17.026599999999998	9.5998900000000003	1.7736244894472748	Yorkshire Terrier 13	Yorkshire Terrier	100				
Yorkshire Terrier 14	BAN00368	Yorkshire Terrier	PRJNA448733	SAMN08873460	M	18.116700000000002	10.236700000000001	1.7697793234147723	Yorkshire Terrier 14	Yorkshire Terrier	100				
Yorkshire Terrier 15	BAN00380	Yorkshire Terrier	PRJNA448733	SAMN08873461	M	16.147600000000001	10.4277	1.5485293976619965	Yorkshire Terrier 15	Yorkshire Terrier	100				
Yorkshire Terrier 16	BAN00437	Yorkshire Terrier	PRJNA448733	SAMN08873462	F	16.001000000000001	18.152899999999999	0.88145695729057072	Yorkshire Terrier 16	Yorkshire Terrier	100				
Yorkshire Terrier 17	BAN00449	Yorkshire Terrier	PRJNA448733	SAMN08873463	M	16.358899999999998	10.2272	1.5995482634543177	Yorkshire Terrier 17	Yorkshire Terrier	100				
Yorkshire Terrier 18	BAN00461	Yorkshire Terrier	PRJNA448733	SAMN08873464	M	16.076000000000001	11.460900000000001	1.4026821628318893	Yorkshire Terrier 18	Yorkshire Terrier	100				
Yorkshire Terrier 19	PER00016	Yorkshire Terrier	PRJNA448733	SAMN08873465	F	17.438500000000001	17.797000000000001	0.97985615553183125	Yorkshire Terrier 19	Yorkshire Terrier	100				
Yorkshire Terrier 20	PER00018	Yorkshire Terrier	PRJNA448733	SAMN08873466	M	16.892700000000001	9.6074800000000007	1.758286251962013	Yorkshire Terrier 20	Yorkshire Terrier	100				
Yorkshire Terrier 21	PER00025	Yorkshire Terrier	PRJNA448733	SAMN08873467	M	15.007999999999999	9.3446200000000008	1.6060578172253124	Yorkshire Terrier 21	Yorkshire Terrier	100				
Yorkshire Terrier 22	PER00061	Yorkshire Terrier	PRJNA448733	SAMN08873468	F	15.1091	15.5024	0.97462973475074832	Yorkshire Terrier 22	Yorkshire Terrier	100				
Yorkshire Terrier 23	PER00064	Yorkshire Terrier	PRJNA448733	SAMN08873469	F	15.7338	16.1587	0.97370456781795567	Yorkshire Terrier 23	Yorkshire Terrier	100				
Yorkshire Terrier 24	PER00075	Yorkshire Terrier	PRJNA448733	SAMN08873470	F	26.545400000000001	27.3537	0.97045006708416048	Yorkshire Terrier 24	Yorkshire Terrier	100				
Yorkshire Terrier 25	PER00107	Yorkshire Terrier	PRJNA448733	SAMN08873471	M	17.296199999999999	9.9187200000000004	1.7437935540069684	Yorkshire Terrier 25	Yorkshire Terrier	100				
Yorkshire Terrier 26	PER00138	Yorkshire Terrier	PRJNA448733	SAMN08873472	M	14.88	8.0091300000000007	1.8578796947983114	Yorkshire Terrier 26	Yorkshire Terrier	100				
Yorkshire Terrier 27	PER00142	Yorkshire Terrier	PRJNA448733	SAMN08873473	M	9.9898199999999999	5.99017	1.6677022521898377	Yorkshire Terrier 27	Yorkshire Terrier	100				
Yorkshire Terrier 28	PER00144	Yorkshire Terrier	PRJNA448733	SAMN08873474	M	14.2286	8.2118500000000001	1.7326911719040168	Yorkshire Terrier 28	Yorkshire Terrier	100				
Yorkshire Terrier 29	PER00152	Yorkshire Terrier	PRJNA448733	SAMN08873475	F	9.0593199999999996	10.4765	0.86472772395361042	Yorkshire Terrier 29	Yorkshire Terrier	100				
Yorkshire Terrier 30	PER00204	Yorkshire Terrier	PRJNA448733	SAMN08873476	F	26.5229	27.2849	0.97207246498979283	Yorkshire Terrier 30	Yorkshire Terrier	100				
Yorkshire Terrier 31	PER00226	Yorkshire Terrier	PRJNA448733	SAMN08873477	M	15.3642	8.9471500000000006	1.7172172144202342	Yorkshire Terrier 31	Yorkshire Terrier	100				
Yorkshire Terrier 32	PER00259	Yorkshire Terrier	PRJNA448733	SAMN08873478	F	16.003699999999998	18.043199999999999	0.88696572670036355	Yorkshire Terrier 32	Yorkshire Terrier	100				
Yorkshire Terrier 33	PER00274	Yorkshire Terrier	PRJNA448733	SAMN08873479	M	15.9438	9.8122399999999992	1.6248889142540339	Yorkshire Terrier 33	Yorkshire Terrier	100				
Yorkshire Terrier 34	PER00313	Yorkshire Terrier	PRJNA448733	SAMN08873480	M	13.130699999999999	8.6219999999999999	1.522929714683368	Yorkshire Terrier 34	Yorkshire Terrier	100				
Yorkshire Terrier 35	PER00314	Yorkshire Terrier	PRJNA448733	SAMN08873481	F	15.081799999999999	15.494400000000001	0.97337102437009493	Yorkshire Terrier 35	Yorkshire Terrier	100				
Yorkshire Terrier 36	PER00321	Yorkshire Terrier	PRJNA448733	SAMN08873482	M	10.263299999999999	6.11747	1.6777033642992936	Yorkshire Terrier 36	Yorkshire Terrier	100				
Yorkshire Terrier 37	PER00324	Yorkshire Terrier	PRJNA448733	SAMN08873483	F	12.303800000000001	14.3224	0.85905993408925885	Yorkshire Terrier 37	Yorkshire Terrier	100				
Yorkshire Terrier 38	PER00327	Yorkshire Terrier	PRJNA448733	SAMN08873484	M	15.5473	8.9664400000000004	1.7339434602807802	Yorkshire Terrier 38	Yorkshire Terrier	100				
Yorkshire Terrier 39	PER00344	Yorkshire Terrier	PRJNA448733	SAMN08873485	M	15.5962	10.028	1.5552652572796171	Yorkshire Terrier 39	Yorkshire Terrier	100				
